segment_id,geolocation_type,geolocation_id,sensor_id,snr_type,date_index,target_type
52433,C,5,5,SynthSNR,4,human
52434,C,5,5,SynthSNR,4,human
52435,C,5,5,SynthSNR,4,human
52436,C,5,5,SynthSNR,4,human
52437,C,5,5,SynthSNR,4,human
52438,C,5,5,SynthSNR,4,human
52439,C,5,5,SynthSNR,4,human
52440,C,5,5,SynthSNR,4,human
52441,C,5,5,SynthSNR,4,human
52442,C,5,5,SynthSNR,4,human
52443,C,5,5,SynthSNR,4,human
52444,C,5,5,SynthSNR,4,human
52445,C,5,5,SynthSNR,4,human
52446,C,5,5,SynthSNR,4,human
52447,C,5,5,SynthSNR,4,human
52448,C,5,5,SynthSNR,4,human
52449,C,5,5,SynthSNR,4,human
52450,C,5,5,SynthSNR,4,human
52451,C,5,5,SynthSNR,4,human
52452,C,5,5,SynthSNR,4,human
52453,C,5,5,SynthSNR,4,human
52454,C,5,5,SynthSNR,4,human
52455,C,5,5,SynthSNR,4,human
52456,C,5,5,SynthSNR,4,human
52457,C,5,5,SynthSNR,4,human
52458,C,5,5,SynthSNR,4,human
52459,C,5,5,SynthSNR,4,human
52460,C,5,5,SynthSNR,4,human
52461,C,5,5,SynthSNR,4,human
52462,C,5,5,SynthSNR,4,human
52463,C,5,5,SynthSNR,4,human
52464,C,5,5,SynthSNR,4,human
52465,C,5,5,SynthSNR,4,human
52466,C,5,5,SynthSNR,4,human
52467,C,5,5,SynthSNR,4,human
52468,C,5,5,SynthSNR,4,human
52469,C,5,5,SynthSNR,4,human
52470,C,5,5,SynthSNR,4,human
52471,C,5,5,SynthSNR,4,human
52472,C,5,5,SynthSNR,4,human
52473,C,5,5,SynthSNR,4,human
52474,C,5,5,SynthSNR,4,human
52475,C,5,5,SynthSNR,4,human
52476,C,5,5,SynthSNR,4,human
52477,C,5,5,SynthSNR,4,human
52478,C,5,5,SynthSNR,4,human
52479,C,5,5,SynthSNR,4,human
52480,C,5,5,SynthSNR,4,human
52481,C,5,5,SynthSNR,4,human
52482,C,5,5,SynthSNR,4,human
52483,C,5,5,SynthSNR,4,human
52484,C,5,5,SynthSNR,4,human
52485,C,5,5,SynthSNR,4,human
52486,C,5,5,SynthSNR,4,human
52487,C,5,5,SynthSNR,4,human
52488,C,5,5,SynthSNR,4,human
52489,C,5,5,SynthSNR,4,human
52490,C,5,5,SynthSNR,4,human
52491,C,5,5,SynthSNR,4,human
52492,C,5,5,SynthSNR,4,human
52493,C,5,5,SynthSNR,4,human
52494,C,5,5,SynthSNR,4,human
52495,C,5,5,SynthSNR,4,human
52496,C,5,5,SynthSNR,4,human
52497,C,5,5,SynthSNR,4,human
52498,C,5,5,SynthSNR,4,human
52499,C,5,5,SynthSNR,4,human
52500,C,5,5,SynthSNR,4,human
52501,C,5,5,SynthSNR,4,human
52502,C,5,5,SynthSNR,4,human
52503,C,5,5,SynthSNR,4,human
52504,C,5,5,SynthSNR,4,human
52505,C,5,5,SynthSNR,4,human
52506,C,5,5,SynthSNR,4,human
52507,C,5,5,SynthSNR,4,human
52508,C,5,5,SynthSNR,4,human
52509,C,5,5,SynthSNR,4,human
52510,C,5,5,SynthSNR,4,human
52511,C,5,5,SynthSNR,4,human
52512,C,5,5,SynthSNR,4,human
52513,C,5,5,SynthSNR,4,human
52514,C,5,5,SynthSNR,4,human
52515,C,5,5,SynthSNR,4,human
52516,C,5,5,SynthSNR,4,human
52517,C,5,5,SynthSNR,4,human
52518,C,5,5,SynthSNR,4,human
52519,C,5,5,SynthSNR,4,human
52520,C,5,5,SynthSNR,4,human
52521,C,5,5,SynthSNR,4,human
52522,C,5,5,SynthSNR,4,human
52523,C,5,5,SynthSNR,4,human
52524,C,5,5,SynthSNR,4,human
52525,C,5,5,SynthSNR,4,human
52526,C,5,5,SynthSNR,4,human
52527,C,5,5,SynthSNR,4,human
52528,C,5,5,SynthSNR,4,human
52529,C,5,5,SynthSNR,4,human
52530,C,5,5,SynthSNR,4,human
52531,C,5,5,SynthSNR,4,human
52532,C,5,5,SynthSNR,4,human
52533,C,5,5,SynthSNR,4,human
52534,C,5,5,SynthSNR,4,human
52535,C,5,5,SynthSNR,4,human
52536,C,5,5,SynthSNR,4,human
52537,C,5,5,SynthSNR,4,human
52538,C,5,5,SynthSNR,4,human
52539,C,5,5,SynthSNR,4,human
52540,C,5,5,SynthSNR,4,human
52541,C,5,5,SynthSNR,4,human
52542,C,5,5,SynthSNR,4,human
52543,C,5,5,SynthSNR,4,human
52544,C,5,5,SynthSNR,4,human
52545,C,5,5,SynthSNR,4,human
52546,C,5,5,SynthSNR,4,human
52547,C,5,5,SynthSNR,4,human
52548,C,5,5,SynthSNR,4,human
52549,C,5,5,SynthSNR,4,human
52550,C,5,5,SynthSNR,4,human
52551,C,5,5,SynthSNR,4,human
52552,C,5,5,SynthSNR,4,human
52553,C,5,5,SynthSNR,4,human
52554,C,5,5,SynthSNR,4,human
52555,C,5,5,SynthSNR,4,human
52556,C,5,5,SynthSNR,4,human
52557,C,5,5,SynthSNR,4,human
52558,C,5,5,SynthSNR,4,human
52559,C,5,5,SynthSNR,4,human
52560,C,5,5,SynthSNR,4,human
52561,C,5,5,SynthSNR,4,human
52562,C,5,5,SynthSNR,4,human
52563,C,5,5,SynthSNR,4,human
52564,C,5,5,SynthSNR,4,human
52565,C,5,5,SynthSNR,4,human
52566,C,5,5,SynthSNR,4,human
52567,C,5,5,SynthSNR,4,human
52568,C,5,5,SynthSNR,4,human
52569,C,5,5,SynthSNR,4,human
52570,C,5,5,SynthSNR,4,human
52571,C,5,5,SynthSNR,4,human
52572,C,5,5,SynthSNR,4,human
52573,C,5,5,SynthSNR,4,human
52574,C,5,5,SynthSNR,4,human
52575,C,5,5,SynthSNR,4,human
52576,C,5,5,SynthSNR,4,human
52577,C,5,5,SynthSNR,4,human
52578,C,5,5,SynthSNR,4,human
52579,C,5,5,SynthSNR,4,human
52580,C,5,5,SynthSNR,4,human
52581,C,5,5,SynthSNR,4,human
52582,C,5,5,SynthSNR,4,human
52583,C,5,5,SynthSNR,4,human
52584,C,5,5,SynthSNR,4,human
52585,C,5,5,SynthSNR,4,human
52586,C,5,5,SynthSNR,4,human
52587,C,5,5,SynthSNR,4,human
52588,C,5,5,SynthSNR,4,human
52589,C,5,5,SynthSNR,4,human
52590,C,5,5,SynthSNR,4,human
52591,C,5,5,SynthSNR,4,human
52592,C,5,5,SynthSNR,4,human
52593,C,5,5,SynthSNR,4,human
52594,C,5,5,SynthSNR,4,human
52595,C,5,5,SynthSNR,4,human
52596,C,5,5,SynthSNR,4,human
52597,C,5,5,SynthSNR,4,human
52598,C,5,5,SynthSNR,4,human
52599,C,5,5,SynthSNR,4,human
52600,C,5,5,SynthSNR,4,human
52601,C,5,5,SynthSNR,4,human
52602,C,5,5,SynthSNR,4,human
52603,C,5,5,SynthSNR,4,human
52604,C,5,5,SynthSNR,4,human
52605,C,5,5,SynthSNR,4,human
52606,C,5,5,SynthSNR,4,human
52607,C,5,5,SynthSNR,4,human
52608,C,5,5,SynthSNR,4,human
52609,C,5,5,SynthSNR,4,human
52610,C,5,5,SynthSNR,4,human
52611,C,5,5,SynthSNR,4,human
52612,C,5,5,SynthSNR,4,human
52613,C,5,5,SynthSNR,4,human
52614,C,5,5,SynthSNR,4,human
52615,C,5,5,SynthSNR,4,human
52616,C,5,5,SynthSNR,4,human
52617,C,5,5,SynthSNR,4,human
52618,C,5,5,SynthSNR,4,human
52619,C,5,5,SynthSNR,4,human
52620,C,5,5,SynthSNR,4,human
52621,C,5,5,SynthSNR,4,human
52622,C,5,5,SynthSNR,4,human
52623,C,5,5,SynthSNR,4,human
52624,C,5,5,SynthSNR,4,human
52625,C,5,5,SynthSNR,4,human
52626,C,5,5,SynthSNR,4,human
52627,C,5,5,SynthSNR,4,human
52628,C,5,5,SynthSNR,4,human
52629,C,5,5,SynthSNR,4,human
52630,C,5,5,SynthSNR,4,human
52631,C,5,5,SynthSNR,4,human
52632,C,5,5,SynthSNR,4,human
52633,C,5,5,SynthSNR,4,human
52634,C,5,5,SynthSNR,4,human
52635,C,5,5,SynthSNR,4,human
52636,C,5,5,SynthSNR,4,human
52637,C,5,5,SynthSNR,4,human
52638,C,5,5,SynthSNR,4,human
52639,C,5,5,SynthSNR,4,human
52640,C,5,5,SynthSNR,4,human
52641,C,5,5,SynthSNR,4,human
52642,C,5,5,SynthSNR,4,human
52643,C,5,5,SynthSNR,4,human
52644,C,5,5,SynthSNR,4,human
52645,C,5,5,SynthSNR,4,human
52646,C,5,5,SynthSNR,4,human
52647,C,5,5,SynthSNR,4,human
52648,C,5,5,SynthSNR,4,human
52649,C,5,5,SynthSNR,4,human
52650,C,5,5,SynthSNR,4,human
52651,C,5,5,SynthSNR,4,human
52652,C,5,5,SynthSNR,4,human
52653,C,5,5,SynthSNR,4,human
52654,C,5,5,SynthSNR,4,human
52655,C,5,5,SynthSNR,4,human
52656,C,5,5,SynthSNR,4,human
52657,C,5,5,SynthSNR,4,human
52658,C,5,5,SynthSNR,4,human
52659,C,5,5,SynthSNR,4,human
52660,C,5,5,SynthSNR,4,human
52661,C,5,5,SynthSNR,4,human
52662,C,5,5,SynthSNR,4,human
52663,C,5,5,SynthSNR,4,human
52664,C,5,5,SynthSNR,4,human
52665,C,5,5,SynthSNR,4,human
52666,C,5,5,SynthSNR,4,human
52667,C,5,5,SynthSNR,4,human
52668,C,5,5,SynthSNR,4,human
52669,C,5,5,SynthSNR,4,human
52670,C,5,5,SynthSNR,4,human
52671,C,5,5,SynthSNR,4,human
52672,C,5,5,SynthSNR,4,human
52673,C,5,5,SynthSNR,4,human
52674,C,5,5,SynthSNR,4,human
52675,C,5,5,SynthSNR,4,human
52676,C,5,5,SynthSNR,4,human
52677,C,5,5,SynthSNR,4,human
52678,C,5,5,SynthSNR,4,human
52679,C,5,5,SynthSNR,4,human
52680,C,5,5,SynthSNR,4,human
52681,C,5,5,SynthSNR,4,human
52682,C,5,5,SynthSNR,4,human
52683,C,5,5,SynthSNR,4,human
52684,C,5,5,SynthSNR,4,human
52685,C,5,5,SynthSNR,4,human
52686,C,5,5,SynthSNR,4,human
52687,C,5,5,SynthSNR,4,human
52688,C,5,5,SynthSNR,4,human
52689,C,5,5,SynthSNR,4,human
52690,C,5,5,SynthSNR,4,human
52691,C,5,5,SynthSNR,4,human
52692,C,5,5,SynthSNR,4,human
52693,C,5,5,SynthSNR,4,human
52694,C,5,5,SynthSNR,4,human
52695,C,5,5,SynthSNR,4,human
52696,C,5,5,SynthSNR,4,human
52697,C,5,5,SynthSNR,4,human
52698,C,5,5,SynthSNR,4,human
52699,C,5,5,SynthSNR,4,human
52700,C,5,5,SynthSNR,4,human
52701,C,5,5,SynthSNR,4,human
52702,C,5,5,SynthSNR,4,human
52703,C,5,5,SynthSNR,4,human
52704,C,5,5,SynthSNR,4,human
52705,C,5,5,SynthSNR,4,human
52706,C,5,5,SynthSNR,4,human
52707,C,5,5,SynthSNR,4,human
52708,C,5,5,SynthSNR,4,human
52709,C,5,5,SynthSNR,4,human
52710,C,5,5,SynthSNR,4,human
52711,C,5,5,SynthSNR,4,human
52712,C,5,5,SynthSNR,4,human
52713,C,5,5,SynthSNR,4,human
52714,C,5,5,SynthSNR,4,human
52715,C,5,5,SynthSNR,4,human
52716,C,5,5,SynthSNR,4,human
52717,C,5,5,SynthSNR,4,human
52718,C,5,5,SynthSNR,4,human
52719,C,5,5,SynthSNR,4,human
52720,C,5,5,SynthSNR,4,human
52721,C,5,5,SynthSNR,4,human
52722,C,5,5,SynthSNR,4,human
52723,C,5,5,SynthSNR,4,human
52724,C,5,5,SynthSNR,4,human
52725,C,5,5,SynthSNR,4,human
52726,C,5,5,SynthSNR,4,human
52727,C,5,5,SynthSNR,4,human
52728,C,5,5,SynthSNR,4,human
52729,C,5,5,SynthSNR,4,human
52730,C,5,5,SynthSNR,4,human
52731,C,5,5,SynthSNR,4,human
52732,C,5,5,SynthSNR,4,human
52733,C,5,5,SynthSNR,4,human
52734,C,5,5,SynthSNR,4,human
52735,C,5,5,SynthSNR,4,human
52736,C,5,5,SynthSNR,4,human
52737,C,5,5,SynthSNR,4,human
52738,C,5,5,SynthSNR,4,human
52739,C,5,5,SynthSNR,4,human
52740,C,5,5,SynthSNR,4,human
52741,C,5,5,SynthSNR,4,human
52742,C,5,5,SynthSNR,4,human
52743,C,5,5,SynthSNR,4,human
52744,C,5,5,SynthSNR,4,human
52745,C,5,5,SynthSNR,4,human
52746,C,5,5,SynthSNR,4,human
52747,C,5,5,SynthSNR,4,human
52748,C,5,5,SynthSNR,4,human
52749,C,5,5,SynthSNR,4,human
52750,C,5,5,SynthSNR,4,human
52751,C,5,5,SynthSNR,4,human
52752,C,5,5,SynthSNR,4,human
52753,C,5,5,SynthSNR,4,human
52754,C,5,5,SynthSNR,4,human
52755,C,5,5,SynthSNR,4,human
52756,C,5,5,SynthSNR,4,human
52757,C,5,5,SynthSNR,4,human
52758,C,5,5,SynthSNR,4,human
52759,C,5,5,SynthSNR,4,human
52760,C,5,5,SynthSNR,4,human
52761,C,5,5,SynthSNR,4,human
52762,C,5,5,SynthSNR,4,human
52763,C,5,5,SynthSNR,4,human
52764,C,5,5,SynthSNR,4,human
52765,C,5,5,SynthSNR,4,human
52766,C,5,5,SynthSNR,4,human
52767,C,5,5,SynthSNR,4,human
52768,C,5,5,SynthSNR,4,human
52769,C,5,5,SynthSNR,4,human
52770,C,5,5,SynthSNR,4,human
52771,C,5,5,SynthSNR,4,human
52772,C,5,5,SynthSNR,4,human
52773,C,5,5,SynthSNR,4,human
52774,C,5,5,SynthSNR,4,human
52775,C,5,5,SynthSNR,4,human
52776,C,5,5,SynthSNR,4,human
52777,C,5,5,SynthSNR,4,human
52778,C,5,5,SynthSNR,4,human
52779,C,5,5,SynthSNR,4,human
52780,C,5,5,SynthSNR,4,human
52781,C,5,5,SynthSNR,4,human
52782,C,5,5,SynthSNR,4,human
52783,C,5,5,SynthSNR,4,human
52784,C,5,5,SynthSNR,4,human
52785,C,5,5,SynthSNR,4,human
52786,C,5,5,SynthSNR,4,human
52787,C,5,5,SynthSNR,4,human
52788,C,5,5,SynthSNR,4,human
52789,C,5,5,SynthSNR,4,human
52790,C,5,5,SynthSNR,4,human
52791,C,5,5,SynthSNR,4,human
52792,C,5,5,SynthSNR,4,human
52793,C,5,5,SynthSNR,4,human
52794,C,5,5,SynthSNR,4,human
52795,C,5,5,SynthSNR,4,human
52796,C,5,5,SynthSNR,4,human
52797,C,5,5,SynthSNR,4,human
52798,C,5,5,SynthSNR,4,human
52799,C,5,5,SynthSNR,4,human
52800,C,5,5,SynthSNR,4,human
52801,C,5,5,SynthSNR,4,human
52802,C,5,5,SynthSNR,4,human
52803,C,5,5,SynthSNR,4,human
52804,C,5,5,SynthSNR,4,human
52805,C,5,5,SynthSNR,4,human
52806,C,5,5,SynthSNR,4,human
52807,C,5,5,SynthSNR,4,human
52808,C,5,5,SynthSNR,4,human
52809,C,5,5,SynthSNR,4,human
52810,C,5,5,SynthSNR,4,human
52811,C,5,5,SynthSNR,4,human
52812,C,5,5,SynthSNR,4,human
52813,C,5,5,SynthSNR,4,human
52814,C,5,5,SynthSNR,4,human
52815,C,5,5,SynthSNR,4,human
52816,C,5,5,SynthSNR,4,human
52817,C,5,5,SynthSNR,4,human
52818,C,5,5,SynthSNR,4,human
52819,C,5,5,SynthSNR,4,human
52820,C,5,5,SynthSNR,4,human
52821,C,5,5,SynthSNR,4,human
52822,C,5,5,SynthSNR,4,human
52823,C,5,5,SynthSNR,4,human
52824,C,5,5,SynthSNR,4,human
52825,C,5,5,SynthSNR,4,human
52826,C,5,5,SynthSNR,4,human
52827,C,5,5,SynthSNR,4,human
52828,C,5,5,SynthSNR,4,human
52829,C,5,5,SynthSNR,4,human
52830,C,5,5,SynthSNR,4,human
52831,C,5,5,SynthSNR,4,human
52832,C,5,5,SynthSNR,4,human
52833,C,5,5,SynthSNR,4,human
52834,C,5,5,SynthSNR,4,human
52835,C,5,5,SynthSNR,4,human
52836,C,5,5,SynthSNR,4,human
52837,C,5,5,SynthSNR,4,human
52838,C,5,5,SynthSNR,4,human
52839,C,5,5,SynthSNR,4,human
52840,C,5,5,SynthSNR,4,human
52841,C,5,5,SynthSNR,4,human
52842,C,5,5,SynthSNR,4,human
52843,C,5,5,SynthSNR,4,human
52844,C,5,5,SynthSNR,4,human
52845,C,5,5,SynthSNR,4,human
52846,C,5,5,SynthSNR,4,human
52847,C,5,5,SynthSNR,4,human
52848,C,5,5,SynthSNR,4,human
52849,C,5,5,SynthSNR,4,human
52850,C,5,5,SynthSNR,4,human
52851,C,5,5,SynthSNR,4,human
52852,C,5,5,SynthSNR,4,human
52853,C,5,5,SynthSNR,4,human
52854,C,5,5,SynthSNR,4,human
52855,C,5,5,SynthSNR,4,human
52856,C,5,5,SynthSNR,4,human
52857,C,5,5,SynthSNR,4,human
52858,C,5,5,SynthSNR,4,human
52859,C,5,5,SynthSNR,4,human
52860,C,5,5,SynthSNR,4,human
52861,C,5,5,SynthSNR,4,human
52862,C,5,5,SynthSNR,4,human
52863,C,5,5,SynthSNR,4,human
52864,C,5,5,SynthSNR,4,human
52865,C,5,5,SynthSNR,4,human
52866,C,5,5,SynthSNR,4,human
52867,C,5,5,SynthSNR,4,human
52868,C,5,5,SynthSNR,4,human
52869,C,5,5,SynthSNR,4,human
52870,C,5,5,SynthSNR,4,human
52871,C,5,5,SynthSNR,4,human
52872,C,5,5,SynthSNR,4,human
52873,C,5,5,SynthSNR,4,human
52874,C,5,5,SynthSNR,4,human
52875,C,5,5,SynthSNR,4,human
52876,C,5,5,SynthSNR,4,human
52877,C,5,5,SynthSNR,4,human
52878,C,5,5,SynthSNR,4,human
52879,C,5,5,SynthSNR,4,human
52880,C,5,5,SynthSNR,4,human
52881,C,5,5,SynthSNR,4,human
52882,C,5,5,SynthSNR,4,human
52883,C,5,5,SynthSNR,4,human
52884,C,5,5,SynthSNR,4,human
52885,C,5,5,SynthSNR,4,human
52886,C,5,5,SynthSNR,4,human
52887,C,5,5,SynthSNR,4,human
52888,C,5,5,SynthSNR,4,human
52889,C,5,5,SynthSNR,4,human
52890,C,5,5,SynthSNR,4,human
52891,C,5,5,SynthSNR,4,human
52892,C,5,5,SynthSNR,4,human
52893,C,5,5,SynthSNR,4,human
52894,C,5,5,SynthSNR,4,human
52895,C,5,5,SynthSNR,4,human
52896,C,5,5,SynthSNR,4,human
52897,C,5,5,SynthSNR,4,human
52898,C,5,5,SynthSNR,4,human
52899,C,5,5,SynthSNR,4,human
52900,C,5,5,SynthSNR,4,human
52901,C,5,5,SynthSNR,4,human
52902,C,5,5,SynthSNR,4,human
52903,C,5,5,SynthSNR,4,human
52904,C,5,5,SynthSNR,4,human
52905,C,5,5,SynthSNR,4,human
52906,C,5,5,SynthSNR,4,human
52907,C,5,5,SynthSNR,4,human
52908,C,5,5,SynthSNR,4,human
52909,C,5,5,SynthSNR,4,human
52910,C,5,5,SynthSNR,4,human
52911,C,5,5,SynthSNR,4,human
52912,C,5,5,SynthSNR,4,human
52913,C,5,5,SynthSNR,4,human
52914,C,5,5,SynthSNR,4,human
52915,C,5,5,SynthSNR,4,human
52916,C,5,5,SynthSNR,4,human
52917,C,5,5,SynthSNR,4,human
52918,C,5,5,SynthSNR,4,human
52919,C,5,5,SynthSNR,4,human
52920,C,5,5,SynthSNR,4,human
52921,C,5,5,SynthSNR,4,human
52922,C,5,5,SynthSNR,4,human
52923,C,5,5,SynthSNR,4,human
52924,C,5,5,SynthSNR,4,human
52925,C,5,5,SynthSNR,4,human
52926,C,5,5,SynthSNR,4,human
52927,C,5,5,SynthSNR,4,human
52928,C,5,5,SynthSNR,4,human
52929,C,5,5,SynthSNR,4,human
52930,C,5,5,SynthSNR,4,human
52931,C,5,5,SynthSNR,4,human
52932,C,5,5,SynthSNR,4,human
52933,C,5,5,SynthSNR,4,human
52934,C,5,5,SynthSNR,4,human
52935,C,5,5,SynthSNR,4,human
52936,C,5,5,SynthSNR,4,human
52937,C,5,5,SynthSNR,4,human
52938,C,5,5,SynthSNR,4,human
52939,C,5,5,SynthSNR,4,human
52940,C,5,5,SynthSNR,4,human
52941,C,5,5,SynthSNR,4,human
52942,C,5,5,SynthSNR,4,human
52943,C,5,5,SynthSNR,4,human
52944,C,5,5,SynthSNR,4,human
52945,C,5,5,SynthSNR,4,human
52946,C,5,5,SynthSNR,4,human
52947,C,5,5,SynthSNR,4,human
52948,C,5,5,SynthSNR,4,human
52949,C,5,5,SynthSNR,4,human
52950,C,5,5,SynthSNR,4,human
52951,C,5,5,SynthSNR,4,human
52952,C,5,5,SynthSNR,4,human
52953,C,5,5,SynthSNR,4,human
52954,C,5,5,SynthSNR,4,human
52955,C,5,5,SynthSNR,4,human
52956,C,5,5,SynthSNR,4,human
52957,C,5,5,SynthSNR,4,human
52958,C,5,5,SynthSNR,4,human
52959,C,5,5,SynthSNR,4,human
52960,C,5,5,SynthSNR,4,human
52961,C,5,5,SynthSNR,4,human
52962,C,5,5,SynthSNR,4,human
52963,C,5,5,SynthSNR,4,human
52964,C,5,5,SynthSNR,4,human
52965,C,5,5,SynthSNR,4,human
52966,C,5,5,SynthSNR,4,human
52967,C,5,5,SynthSNR,4,human
52968,C,5,5,SynthSNR,4,human
52969,C,5,5,SynthSNR,4,human
52970,C,5,5,SynthSNR,4,human
52971,C,5,5,SynthSNR,4,human
52972,C,5,5,SynthSNR,4,human
52973,C,5,5,SynthSNR,4,human
52974,C,5,5,SynthSNR,4,human
52975,C,5,5,SynthSNR,4,human
52976,C,5,5,SynthSNR,4,human
52977,C,5,5,SynthSNR,4,human
52978,C,5,5,SynthSNR,4,human
52979,C,5,5,SynthSNR,4,human
52980,C,5,5,SynthSNR,4,human
52981,C,5,5,SynthSNR,4,human
52982,C,5,5,SynthSNR,4,human
52983,C,5,5,SynthSNR,4,human
52984,C,5,5,SynthSNR,4,human
52985,C,5,5,SynthSNR,4,human
52986,C,5,5,SynthSNR,4,human
52987,C,5,5,SynthSNR,4,human
52988,C,5,5,SynthSNR,4,human
52989,C,5,5,SynthSNR,4,human
52990,C,5,5,SynthSNR,4,human
52991,C,5,5,SynthSNR,4,human
52992,C,5,5,SynthSNR,4,human
52993,C,5,5,SynthSNR,4,human
52994,C,5,5,SynthSNR,4,human
52995,C,5,5,SynthSNR,4,human
52996,C,5,5,SynthSNR,4,human
52997,C,5,5,SynthSNR,4,human
52998,C,5,5,SynthSNR,4,human
52999,C,5,5,SynthSNR,4,human
53000,C,5,5,SynthSNR,4,human
53001,C,5,5,SynthSNR,4,human
53002,C,5,5,SynthSNR,4,human
53003,C,5,5,SynthSNR,4,human
53004,C,5,5,SynthSNR,4,human
53005,C,5,5,SynthSNR,4,human
53006,C,5,5,SynthSNR,4,human
53007,C,5,5,SynthSNR,4,human
53008,C,5,5,SynthSNR,4,human
53009,C,5,5,SynthSNR,4,human
53010,C,5,5,SynthSNR,4,human
53011,C,5,5,SynthSNR,4,human
53012,C,5,5,SynthSNR,4,human
53013,C,5,5,SynthSNR,4,human
53014,C,5,5,SynthSNR,4,human
53015,C,5,5,SynthSNR,4,human
53016,C,5,5,SynthSNR,4,human
53017,C,5,5,SynthSNR,4,human
53018,C,5,5,SynthSNR,4,human
53019,C,5,5,SynthSNR,4,human
53020,C,5,5,SynthSNR,4,human
53021,C,5,5,SynthSNR,4,human
53022,C,5,5,SynthSNR,4,human
53023,C,5,5,SynthSNR,4,human
53024,C,5,5,SynthSNR,4,human
53025,C,5,5,SynthSNR,4,human
53026,C,5,5,SynthSNR,4,human
53027,C,5,5,SynthSNR,4,human
53028,C,5,5,SynthSNR,4,human
53029,C,5,5,SynthSNR,4,human
53030,C,5,5,SynthSNR,4,human
53031,C,5,5,SynthSNR,4,human
53032,C,5,5,SynthSNR,4,human
53033,C,5,5,SynthSNR,4,human
53034,C,5,5,SynthSNR,4,human
53035,C,5,5,SynthSNR,4,human
53036,C,5,5,SynthSNR,4,human
53037,C,5,5,SynthSNR,4,human
53038,C,5,5,SynthSNR,4,human
53039,C,5,5,SynthSNR,4,human
53040,C,5,5,SynthSNR,4,human
53041,C,5,5,SynthSNR,4,human
53042,C,5,5,SynthSNR,4,human
53043,C,5,5,SynthSNR,4,human
53044,C,5,5,SynthSNR,4,human
53045,C,5,5,SynthSNR,4,human
53046,C,5,5,SynthSNR,4,human
53047,C,5,5,SynthSNR,4,human
53048,C,5,5,SynthSNR,4,human
53049,C,5,5,SynthSNR,4,human
53050,C,5,5,SynthSNR,4,human
53051,C,5,5,SynthSNR,4,human
53052,C,5,5,SynthSNR,4,human
53053,C,5,5,SynthSNR,4,human
53054,C,5,5,SynthSNR,4,human
53055,C,5,5,SynthSNR,4,human
53056,C,5,5,SynthSNR,4,human
53057,C,5,5,SynthSNR,4,human
53058,C,5,5,SynthSNR,4,human
53059,C,5,5,SynthSNR,4,human
53060,C,5,5,SynthSNR,4,human
53061,C,5,5,SynthSNR,4,human
53062,C,5,5,SynthSNR,4,human
53063,C,5,5,SynthSNR,4,human
53064,C,5,5,SynthSNR,4,human
53065,C,5,5,SynthSNR,4,human
53066,C,5,5,SynthSNR,4,human
53067,C,5,5,SynthSNR,4,human
53068,C,5,5,SynthSNR,4,human
53069,C,5,5,SynthSNR,4,human
53070,C,5,5,SynthSNR,4,human
53071,C,5,5,SynthSNR,4,human
53072,C,5,5,SynthSNR,4,human
53073,C,5,5,SynthSNR,4,human
53074,C,5,5,SynthSNR,4,human
53075,C,5,5,SynthSNR,4,human
53076,C,5,5,SynthSNR,4,human
53077,C,5,5,SynthSNR,4,human
53078,C,5,5,SynthSNR,4,human
53079,C,5,5,SynthSNR,4,human
53080,C,5,5,SynthSNR,4,human
53081,C,5,5,SynthSNR,4,human
53082,C,5,5,SynthSNR,4,human
53083,C,5,5,SynthSNR,4,human
53084,C,5,5,SynthSNR,4,human
53085,C,5,5,SynthSNR,4,human
53086,C,5,5,SynthSNR,4,human
53087,C,5,5,SynthSNR,4,human
53088,C,5,5,SynthSNR,4,human
53089,C,5,5,SynthSNR,4,human
53090,C,5,5,SynthSNR,4,human
53091,C,5,5,SynthSNR,4,human
53092,C,5,5,SynthSNR,4,human
53093,C,5,5,SynthSNR,4,human
53094,C,5,5,SynthSNR,4,human
53095,C,5,5,SynthSNR,4,human
53096,C,5,5,SynthSNR,4,human
53097,C,5,5,SynthSNR,4,human
53098,C,5,5,SynthSNR,4,human
53099,C,5,5,SynthSNR,4,human
53100,C,5,5,SynthSNR,4,human
53101,C,5,5,SynthSNR,4,human
53102,C,5,5,SynthSNR,4,human
53103,C,5,5,SynthSNR,4,human
53104,C,5,5,SynthSNR,4,human
53105,C,5,5,SynthSNR,4,human
53106,C,5,5,SynthSNR,4,human
53107,C,5,5,SynthSNR,4,human
53108,C,5,5,SynthSNR,4,human
53109,C,5,5,SynthSNR,4,human
53110,C,5,5,SynthSNR,4,human
53111,C,5,5,SynthSNR,4,human
53112,C,5,5,SynthSNR,4,human
53113,C,5,5,SynthSNR,4,human
53114,C,5,5,SynthSNR,4,human
53115,C,5,5,SynthSNR,4,human
53116,C,5,5,SynthSNR,4,human
53117,C,5,5,SynthSNR,4,human
53118,C,5,5,SynthSNR,4,human
53119,C,5,5,SynthSNR,4,human
53120,C,5,5,SynthSNR,4,human
53121,C,5,5,SynthSNR,4,human
53122,C,5,5,SynthSNR,4,human
53123,C,5,5,SynthSNR,4,human
53124,C,5,5,SynthSNR,4,human
53125,C,5,5,SynthSNR,4,human
53126,C,5,5,SynthSNR,4,human
53127,C,5,5,SynthSNR,4,human
53128,C,5,5,SynthSNR,4,human
53129,C,5,5,SynthSNR,4,human
53130,C,5,5,SynthSNR,4,human
